R06266	magnesium-protoporphyrin-IX 13-monomethyl ester,NADPH:oxygen oxidoreductase (hydroxylating)	13(1)-Hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester + NADPH + H+ + Oxygen <=> 13(1)-Oxo-magnesium-protoporphyrin IX 13-monomethyl ester + NADP+ + 2 H2O	C11829 + C00005 + C00080 + C00007 <=> C11830 + C00006 + 2 C00001	1.14.13.81	second step of three-step reaction (see R10068, R06265+R06266+R06267)	RP00001  C00005_C00006 cofac [RC:RC00001]///RP00013  C00001_C00007 cofac///RP05481  C11829_C11830 main [RC:RC01491]	rn00860: Porphyrin and chlorophyll metabolism///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites	magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase [EC:1.14.13.81]			
R06267	magnesium-protoporphyrin-IX 13-monomethyl ester,NADPH:oxygen oxidoreductase (hydroxylating)	13(1)-Oxo-magnesium-protoporphyrin IX 13-monomethyl ester + NADPH + H+ + Oxygen <=> Divinylprotochlorophyllide + NADP+ + 2 H2O	C11830 + C00005 + C00080 + C00007 <=> C11831 + C00006 + 2 C00001	1.14.13.81	last step of three-step reaction (see R10068, R06265+R06266+R06267)	RP00001  C00005_C00006 cofac [RC:RC00001]///RP00013  C00001_C00007 cofac///RP05482  C11830_C11831 main [RC:RC01492]	rn00860: Porphyrin and chlorophyll metabolism///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites	magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase [EC:1.14.13.81]			
R06268		Magnesium protoporphyrin monomethyl ester + H2O + Acceptor <=> 13(1)-Hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester + Reduced acceptor	C04536 + C00001 + C00028 <=> C11829 + C00030		unclear reaction, bchE///subsequently R06269+R06270///Ref.: 1. Nat Prod Rep. 2003; 20(3): 327-341	RP05480  C04536_C11829 main [RC:RC00741]///RP10415  C00001_C11829 leave	rn00860: Porphyrin and chlorophyll metabolism///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites	anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase [EC:4.-.-.-]			
R06269		13(1)-Hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester + Acceptor <=> 13(1)-Oxo-magnesium-protoporphyrin IX 13-monomethyl ester + Reduced acceptor	C11829 + C00028 <=> C11830 + C00030		unclear reaction, bchE///following after R06268, subsequently R06270	RP05481  C11829_C11830 main [RC:RC01491]	rn00860: Porphyrin and chlorophyll metabolism///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites	anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase [EC:4.-.-.-]			
R06270		13(1)-Oxo-magnesium-protoporphyrin IX 13-monomethyl ester + Acceptor <=> Divinylprotochlorophyllide + Reduced acceptor	C11830 + C00028 <=> C11831 + C00030		unclear reaction, bchE///following after R06268+R06269	RP05482  C11830_C11831 main [RC:RC01492]	rn00860: Porphyrin and chlorophyll metabolism///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites	anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase [EC:4.-.-.-]			
R06271		Divinylprotochlorophyllide + 2 H+ <=> Protochlorophyllide	C11831 + 2 C00080 <=> C02880		unclear reaction, 4-vinyl protochlorophyllide reductase, bchJ	RP09280  C02880_C11831 main [RC:RC01376]	rn00860: Porphyrin and chlorophyll metabolism///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites	divinyl protochlorophyllide a 8-vinyl-reductase [EC:1.-.-.-]			
R06272	chlorophyllide-a:NADP+ oxidoreductase	Divinyl chlorophyllide a + NADPH + H+ <=> Chlorophyllide + NADP+	C11832 + C00005 + C00080 <=> C02139 + C00006	1.3.1.75		RP00001  C00005_C00006 cofac [RC:RC00001]///RP05483  C02139_C11832 main [RC:RC01376]	rn00860: Porphyrin and chlorophyll metabolism///rn01110: Biosynthesis of secondary metabolites	divinyl chlorophyllide a 8-vinyl-reductase [EC:1.3.1.75]			
R06273		CMP-N-acetylneuraminate + G04854 <=> CMP + G04461	G10616 + G04854 <=> G10621 + G04461	2.4.99.3							
R06274		CMP-N-acetylneuraminate + G04461 <=> CMP + G04135	G10616 + G04461 <=> G10621 + G04135	2.4.99.-							
R06275		UDP-D-glucose + N-Acylsphingosine <=> UDP + Glucocerebroside	G10608 + C00195 <=> G10619 + G10238	2.4.1.80						Same as: R01497	
R06276		Glucocerebroside + UDP-D-galactose <=> Lactosylceramide + UDP	G10238 + G10609 <=> G00092 + G10619	2.4.1.274				beta-1,4-galactosyltransferase 6 [EC:2.4.1.274]		Same as: R03354	
R06277		UDP-D-galactose + N-Acylsphingosine <=> UDP + Galactosylceramide	G10609 + C00195 <=> G10619 + G11121	2.4.1.45///2.4.1.47	N-Acyl group can be 2-hydroxylated.			2-hydroxyacylsphingosine 1-beta-galactosyltransferase [EC:2.4.1.45]		Same as: R01500	
R06278		n UDP-D-galacturonate <=> n UDP + Pectin	n G11110 <=> n G10619 + G10591	2.4.1.43						Same as: R05191	
R06279		3'-Phosphoadenylyl sulfate + Galactosylceramide <=> Adenosine 3',5'-bisphosphate + Sulfatide	C00053 + G11121 <=> C00054 + G11122	2.8.2.11						Same as: R04017	
R06280		Sulfatide + H2O <=> Galactosylceramide + Sulfate	G11122 + C00001 <=> G11121 + C00059	3.1.6.1///3.1.6.8						Same as: R04856	
R06282	ATP-dependent ferredoxin:protochlorophyllide-a 7,8-oxidoreductase	Chlorophyllide + Oxidized ferredoxin + 2 ADP + 2 Orthophosphate <=> Protochlorophyllide + Reduced ferredoxin + 2 ATP + 2 H2O	C02139 + C00139 + 2 C00008 + 2 C00009 <=> C02880 + C00138 + 2 C00002 + 2 C00001	1.3.7.7		RP00003  C00002_C00008 ligase [RC:RC00002]///RP00010  C00002_C00009 ligase///RP03465  C02139_C02880 main [RC:RC01008]///RP05676  C00001_C00009 ligase	rn00860: Porphyrin and chlorophyll metabolism///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites	light-independent protochlorophyllide reductase subunit L [EC:1.3.7.7]///light-independent protochlorophyllide reductase subunit N [EC:1.3.7.7]///light-independent protochlorophyllide reductase subunit B [EC:1.3.7.7]			
R06283		H2O + 3'-LM1-NeuGc <=> N-Acylsphingosine + nLc4	C00001 + G00332 <=> C00195 + G02952	3.2.1.123							
R06284	chlorophyllide-a:phytyl-diphosphate phytyltransferase	Chlorophyllide + Phytyl diphosphate <=> Chlorophyll a + Diphosphate	C02139 + C05427 <=> C05306 + C00013	2.5.1.62		RP00846  C02139_C05306 main [RC:RC00020]///RP05484  C00013_C05427 leave///RP08919  C05306_C05427 trans	rn00860: Porphyrin and chlorophyll metabolism///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites	chlorophyll synthase [EC:2.5.1.62]			
R06285		3-Deoxy-D-manno-octulosonyl-lipid IV(A) + CMP-3-deoxy-D-manno-octulosonate <=> Di[3-deoxy-D-manno-octulosonyl]-lipid IV(A) + CMP	G11161 + C04121 <=> G11160 + C00055							Same as: R05074	
R06286	chlorophyllide-a:NADP+ 7,8-oxidoreductase	Divinyl chlorophyllide a + NADP+ <=> Divinylprotochlorophyllide + NADPH + H+	C11832 + C00006 <=> C11831 + C00005 + C00080	1.3.1.33		RP00001  C00005_C00006 cofac [RC:RC00001]///RP05485  C11831_C11832 main [RC:RC01008]	rn00860: Porphyrin and chlorophyll metabolism///rn01110: Biosynthesis of secondary metabolites	protochlorophyllide reductase [EC:1.3.1.33]			
R06287		Divinyl chlorophyllide a <=> Divinylchlorophyll a	C11832 <=> C11850		unclear reaction	RP11865  C11832_C11850 main [RC:RC00020]	rn00860: Porphyrin and chlorophyll metabolism				
R06288		Divinylchlorophyll a <=> Chlorophyll a	C11850 <=> C05306		unclear reaction, [4-vinyl] Chl a reductase (4VChlR)	RP11546  C05306_C11850 main [RC:RC01376]	rn00860: Porphyrin and chlorophyll metabolism				
R06289	mycothiol:NAD(P)+ oxidoreductase;///mycothione reductase	2 Mycothiol + NAD+ <=> Mycothione + NADH + H+	2 G11174 + C00003 <=> G11175 + C00004 + C00080	1.8.1.15		RP00002  C00003_C00004 cofac [RC:RC00001]				Same as: R05715	
R06290	mycothiol:NAD(P)+ oxidoreductase	2 Mycothiol + NADP+ <=> Mycothione + NADPH + H+	2 G11174 + C00006 <=> G11175 + C00005 + C00080	1.8.1.15		RP00001  C00005_C00006 cofac [RC:RC00001]				Same as: R05716	
R06291	ent-kaur-16-ene,NADPH:oxygen oxidoreductase (hydroxylating)	ent-Kaurene + Oxygen + NADPH + H+ <=> Kaur-16-en-18-ol + H2O + NADP+	C06090 + C00007 + C00005 + C00080 <=> C11872 + C00001 + C00006	1.14.13.78	first step of three-step reaction (see R10066, R06291+R06292+R06293)	RP00001  C00005_C00006 cofac [RC:RC00001]///RP00013  C00001_C00007 cofac///RP09368  C06090_C11872 main [RC:RC00257]///RP09698  C00007_C11872 leave	rn00904: Diterpenoid biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites	ent-kaurene oxidase [EC:1.14.13.78]			
R06292	ent-Kaur-16-ene,NADPH:oxygen oxidoreductase (hydroxylating)	Kaur-16-en-18-ol + Oxygen + H+ + NADPH <=> Kaur-16-en-18-al + 2 H2O + NADP+	C11872 + C00007 + C00080 + C00005 <=> C11873 + 2 C00001 + C00006	1.14.13.78	second step of three-step reaction (see R10066, R06291+R06292+R06293)	RP00001  C00005_C00006 cofac [RC:RC00001]///RP00013  C00001_C00007 cofac///RP09449  C11872_C11873 main [RC:RC00893]	rn00904: Diterpenoid biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites	ent-kaurene oxidase [EC:1.14.13.78]			
R06293	ent-Kaur-16-ene,NADPH:oxygen oxidoreductase (hydroxylating)	Kaur-16-en-18-al + Oxygen + NADPH <=> Kaur-16-en-18-oic acid + H2O + NADP+	C11873 + C00007 + C00005 <=> C11874 + C00001 + C00006	1.14.13.78	last step of three-step reaction (see R10066, R06291+R06292+R06293)	RP00001  C00005_C00006 cofac [RC:RC00001]///RP00013  C00001_C00007 cofac///RP09450  C11873_C11874 main [RC:RC01563]///RP09700  C00007_C11874 leave	rn00904: Diterpenoid biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites	ent-kaurene oxidase [EC:1.14.13.78]			
R06294	ent-Kaur-16-en-19-oate,NADPH:oxygen oxidoreductase (hydroxylating)	Kaur-16-en-18-oic acid + Oxygen + H+ + NADPH <=> ent-7alpha-Hydroxykaur-16-en-19-oic acid + H2O + NADP+	C11874 + C00007 + C00080 + C00005 <=> C11875 + C00001 + C00006	1.14.13.79	first step of three-step reaction (see R10067, R06294+R06295+R06297)	RP00001  C00005_C00006 cofac [RC:RC00001]///RP00013  C00001_C00007 cofac///RP09451  C11874_C11875 main [RC:RC01218]///RP09701  C00007_C11875 leave	rn00904: Diterpenoid biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites	ent-kaurenoic acid hydroxylase [EC:1.14.13.79]			
R06295	ent-Kaur-16-en-19-oate,NADPH:oxygen oxidoreductase (hydroxylating)	ent-7alpha-Hydroxykaur-16-en-19-oic acid + Oxygen + H+ + NADPH <=> Gibberellin A12 aldehyde + 2 H2O + NADP+	C11875 + C00007 + C00080 + C00005 <=> C06093 + 2 C00001 + C00006	1.14.13.79	second step of three-step reaction (see R10067, R06294+R06295+R06297)	RP00001  C00005_C00006 cofac [RC:RC00001]///RP00013  C00001_C00007 cofac///RP09369  C06093_C11875 main [RC:RC01622]	rn00904: Diterpenoid biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites	ent-kaurenoic acid hydroxylase [EC:1.14.13.79]			
R06296	ent-Kaur-16-en-19-oate,NADPH:oxygen oxidoreductase (hydroxylating)	ent-7alpha-Hydroxykaur-16-en-19-oic acid + Oxygen + H+ + NADPH <=> 6beta,7beta-Dihydroxykaurenoic acid + H2O + NADP+	C11875 + C00007 + C00080 + C00005 <=> C11876 + C00001 + C00006	1.14.13.79		RP00001  C00005_C00006 cofac [RC:RC00001]///RP00013  C00001_C00007 cofac///RP09452  C11875_C11876 main [RC:RC00613]///RP09702  C00007_C11876 leave	rn00904: Diterpenoid biosynthesis	ent-kaurenoic acid hydroxylase [EC:1.14.13.79]			
R06297	ent-Kaur-16-en-19-oate,NADPH:oxygen oxidoreductase (hydroxylating)	Gibberellin A12 aldehyde + Oxygen + NADPH <=> Gibberellin A12 + H2O + NADP+	C06093 + C00007 + C00005 <=> C11857 + C00001 + C00006	1.14.13.79	last step of three-step reaction (see R10067, R06294+R06295+R06297)	RP00001  C00005_C00006 cofac [RC:RC00001]///RP00013  C00001_C00007 cofac///RP05492  C06093_C11857 main [RC:RC01453]///RP08926  C00007_C11857 leave	rn00904: Diterpenoid biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites	ent-kaurenoic acid hydroxylase [EC:1.14.13.79]			
R06298	(+)-copalyl-diphosphate lyase (decyclizing)	Geranylgeranyl diphosphate <=> Copalyl diphosphate	C00353 <=> C11901	5.5.1.12		RP05493  C00353_C11901 main [RC:RC00642]	rn00904: Diterpenoid biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites	abietadiene synthase/copalyl diphosphate synthase [EC:4.2.3.18 5.5.1.12]///levopimaradiene synthase /copalyl diphosphate synthase [EC:4.2.3.32 5.5.1.12]///isopimara-7,15-diene synthase /copalyl diphosphate synthase [EC:4.2.3.44 5.5.1.12]///miltiradiene synthase / copalyl diphosphate synthase [EC:4.2.3.131 5.5.1.12]			
R06299	copalyl-diphosphate diphosphate-lyase (pimaradiene-forming)	Copalyl diphosphate <=> Pimaradiene + Diphosphate	C11901 <=> C06086 + C00013	4.2.3.147		RP05734  C00013_C11901 leave///RP09367  C06086_C11901 main [RC:RC01494]					
R06301	Copalyl-diphosphate diphosphate-lyase (cyclizing)	Copalyl diphosphate <=> (-)-Abietadiene + Diphosphate	C11901 <=> C11878 + C00013	4.2.3.18		RP05496  C11878_C11901 main [RC:RC01495]///RP05734  C00013_C11901 leave	rn00904: Diterpenoid biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites	abietadiene synthase/copalyl diphosphate synthase [EC:4.2.3.18 5.5.1.12]			
R06302	copalyl-diphosphate diphosphate-lyase [abieta-8(14),12-diene-forming]	Copalyl diphosphate <=> Levopimaradiene + Diphosphate	C11901 <=> C11879 + C00013	4.2.3.32		RP05497  C11879_C11901 main [RC:RC01496]///RP05734  C00013_C11901 leave	rn00904: Diterpenoid biosynthesis///rn01110: Biosynthesis of secondary metabolites	levopimaradiene synthase /copalyl diphosphate synthase [EC:4.2.3.32 5.5.1.12]			
R06303	ent-copalyl-diphosphate diphosphate-lyase [ent-abieta-8(14),12-diene-forming]	Copalyl diphosphate <=> Neoabietadiene + Diphosphate	C11901 <=> C11880 + C00013	4.2.3.32///4.2.3.132		RP05498  C11880_C11901 main [RC:RC01497]///RP05734  C00013_C11901 leave	rn00904: Diterpenoid biosynthesis///rn01110: Biosynthesis of secondary metabolites	levopimaradiene synthase /copalyl diphosphate synthase [EC:4.2.3.32 5.5.1.12]			
R06304	ent-Copalyl-diphosphate diphosphate-lyase [ent-abieta-8(14),12-diene-forming]	Copalyl diphosphate <=> Palustradiene + Diphosphate	C11901 <=> C11881 + C00013	4.2.3.32		RP05499  C11881_C11901 main [RC:RC01498]///RP05734  C00013_C11901 leave	rn00904: Diterpenoid biosynthesis///rn01110: Biosynthesis of secondary metabolites	levopimaradiene synthase /copalyl diphosphate synthase [EC:4.2.3.32 5.5.1.12]			
R06305	Geranylgeranyl-diphosphate diphosphate-lyase (cyclizing, taxadiene forming)	Geranylgeranyl diphosphate <=> Taxa-4(5),11(12)-diene + Diphosphate	C00353 <=> C11894 + C00013	4.2.3.17		RP05736  C00013_C00353 leave///RP09176  C00353_C11894 main [RC:RC01567]	rn00904: Diterpenoid biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites	taxadiene synthase [EC:4.2.3.17]			
R06306	Taxa-4,11-diene,hydrogen-donor:oxygen oxidoreductase (5alpha-hydroxylating)	Taxa-4(5),11(12)-diene + Oxygen + Reduced acceptor <=> Taxa-4(20),11(12)-dien-5alpha-ol + H2O + Acceptor	C11894 + C00007 + C00030 <=> C11895 + C00001 + C00028	1.14.99.37		RP00013  C00001_C00007 cofac///RP08928  C00007_C11895 leave///RP09453  C11894_C11895 main [RC:RC01508]	rn00904: Diterpenoid biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites	taxadiene 5alpha-hydroxylase [EC:1.14.99.37]			
R06307	Acetyl-CoA:taxa-4(20),11-dien-5alpha-ol O-acetyltransferase	Taxa-4(20),11(12)-dien-5alpha-ol + Acetyl-CoA <=> Taxa-4(20),11(12)-dien-5alpha-yl acetate + CoA	C11895 + C00024 <=> C11896 + C00010	2.3.1.162		RP00007  C00010_C00024 main [RC:RC00004]///RP09454  C11895_C11896 main [RC:RC00055]///RP09777  C00024_C11896 trans	rn00904: Diterpenoid biosynthesis	taxadien-5-alpha-ol O-acetyltransferase [EC:2.3.1.162]			
R06308	Taxa-4(20),11-dien-5alpha-ol,NADPH:oxygen oxidoreductase (13alpha-hyroxylating)	Taxa-4(20),11(12)-dien-5alpha-ol + Oxygen + H+ + NADPH <=> Taxa-4(20),11(12)-dien-5alpha,13alpha-diol + H2O + NADP+	C11895 + C00007 + C00080 + C00005 <=> C11897 + C00001 + C00006	1.14.13.77		RP00001  C00005_C00006 cofac [RC:RC00001]///RP00013  C00001_C00007 cofac///RP08930  C00007_C11897 leave///RP09455  C11895_C11897 main [RC:RC00723]	rn00904: Diterpenoid biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites	taxane 13-alpha-hydroxylase [EC:1.14.13.77]			
R06309	Taxa-4(20),11-dien-5alpha-yl acetate,NADPH:oxygen oxidoreductase (10beta-hydroxylating)	Taxa-4(20),11(12)-dien-5alpha-yl acetate + Oxygen + H+ + NADPH <=> Taxa-4(20),11(12)-dien-5alpha-acetoxy-10beta-ol + H2O + NADP+	C11896 + C00007 + C00080 + C00005 <=> C11898 + C00001 + C00006	1.14.13.76		RP00001  C00005_C00006 cofac [RC:RC00001]///RP00013  C00001_C00007 cofac///RP08931  C00007_C11898 leave///RP09456  C11896_C11898 main [RC:RC00723]	rn00904: Diterpenoid biosynthesis	taxane 10-beta-hydroxylase [EC:1.14.13.76]			
R06310	Benzoyl-CoA:taxan-2alpha-ol O-benzoyltransferase	10-Deacetyl-2-debenzoylbaccatin III + S-Benzoate coenzyme A <=> 10-Deacetylbaccatin III + CoA	C11899 + C00512 <=> C11700 + C00010	2.3.1.166		RP00053  C00010_C00512 main [RC:RC00004]///RP08932  C00512_C11700 trans///RP09429  C11700_C11899 main [RC:RC00055]	rn00904: Diterpenoid biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites	2-alpha-hydroxytaxane 2-O-benzoyltransferase [EC:2.3.1.166]			
R06311	Acetyl-CoA:taxan-10beta-ol O-transferase	10-Deacetylbaccatin III + Acetyl-CoA <=> Baccatin III + CoA	C11700 + C00024 <=> C11900 + C00010	2.3.1.167		RP00007  C00010_C00024 main [RC:RC00004]///RP08933  C00024_C11900 trans///RP09430  C11700_C11900 main [RC:RC00055]	rn00904: Diterpenoid biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites	10-deacetylbaccatin III 10-O-acetyltransferase [EC:2.3.1.167]			
R06312	9alpha-Copalyl-diphosphate lyase (decyclizing)	Geranylgeranyl diphosphate <=> 9alpha-Copalyl diphosphate	C00353 <=> C11902	5.5.1.14		RP11107  C00353_C11902 main [RC:RC00642]	rn00904: Diterpenoid biosynthesis///rn01110: Biosynthesis of secondary metabolites	aphidicolan-16beta-ol synthase/syn-copalyl-diphosphate synthase [EC:4.2.3.42 5.5.1.14]///syn-copalyl-diphosphate synthase [EC:5.5.1.14]			
R06313	9alpha-Copalyl-diphosphate diphosphate-lyase (aphidicolan-16beta-ol-forming)	9alpha-Copalyl diphosphate + H2O <=> Aphidicolan-16beta-ol + Diphosphate	C11902 + C00001 <=> C11890 + C00013	4.2.3.42		RP11876  C11890_C11902 main [RC:RC02056]///RP14365  C00013_C11902 leave///RP14789  C00001_C11890 leave	rn00904: Diterpenoid biosynthesis///rn01110: Biosynthesis of secondary metabolites	aphidicolan-16beta-ol synthase/syn-copalyl-diphosphate synthase [EC:4.2.3.42 5.5.1.14]			
R06314		9alpha-Copalyl diphosphate <=> Aphidicol-16-ene	C11902 <=> C11891		Aphidicolan-16beta-ol synthase, ACS///unclear reaction	RP11877  C11891_C11902 main [RC:RC02057]		aphidicolan-16beta-ol synthase/syn-copalyl-diphosphate synthase [EC:4.2.3.42 5.5.1.14]			
R06315		9alpha-Copalyl diphosphate <=> Aphidicol-15-ene	C11902 <=> C11892		Aphidicolan-16beta-ol synthase, ACS///unclear reaction	RP11878  C11892_C11902 main [RC:RC02058]		aphidicolan-16beta-ol synthase/syn-copalyl-diphosphate synthase [EC:4.2.3.42 5.5.1.14]			
R06316		Aphidicolan-16beta-ol <=> Aphidicolin	C11890 <=> C06088		unclear reaction	RP11634  C06088_C11890 main [RC:RC01988]	rn00904: Diterpenoid biosynthesis///rn01110: Biosynthesis of secondary metabolites				
R06317		Aphidicol-16-ene <=> Aphidicolin	C11891 <=> C06088		unclear reaction	RP11635  C06088_C11891 main [RC:RC01989]					
R06318		Taxa-4(20),11(12)-dien-5alpha,13alpha-diol <=> 10-Deacetyl-2-debenzoylbaccatin III	C11897 <=> C11899		unclear reaction///multi-step reaction	RP11879  C11897_C11899 main [RC:RC02059]	rn00904: Diterpenoid biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites				
R06319		10beta,14beta-Dihydroxytaxa-4(20),11-dien-5alpha-yl acetate <=> 10-Deacetyl-2-debenzoylbaccatin III	C20151 <=> C11899		unclear reaction///multi-step reaction		rn00904: Diterpenoid biosynthesis				
R06320		Baccatin III <=> Paclitaxel	C11900 <=> C07394		unclear reaction	RP11715  C07394_C11900 main [RC:RC00055]					
R06321		Geranylgeranyl diphosphate <=> Cembrene	C00353 <=> C11893		unclear reaction	RP11106  C00353_C11893 main [RC:RC02424]	rn00904: Diterpenoid biosynthesis///rn01110: Biosynthesis of secondary metabolites				
R06322	(gibberellin-44),2-oxoglutarate:oxygen oxidoreductase	Gibberellin A12 + 2-Oxoglutarate + Oxygen <=> Gibberellin A15 open lactone + Succinate + CO2	C11857 + C00026 + C00007 <=> C11860 + C00042 + C00011	1.14.11.12	GA 20-oxidase (2-oxoglutarate dependent dioxygenase),GA20ox	RP00015  C00026_C00042 cofac///RP05507  C11857_C11860 main [RC:RC00257]///RP05677  C00011_C00026 leave///RP05690  C00007_C00042 leave///RP08934  C00007_C11860 leave	rn00904: Diterpenoid biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites	gibberellin 20-oxidase [EC:1.14.11.12]			
R06323	(gibberellin-44),2-oxoglutarate:oxygen oxidoreductase	Gibberellin A15 open lactone + 2-Oxoglutarate + Oxygen <=> Gibberellin A24 + Succinate + CO2 + H2O	C11860 + C00026 + C00007 <=> C11861 + C00042 + C00011 + C00001	1.14.11.12	GA 20-oxidase(2-oxoglutarate dependent dioxygenase),GA20ox	RP00013  C00001_C00007 cofac///RP00015  C00026_C00042 cofac///RP05677  C00011_C00026 leave///RP05690  C00007_C00042 leave///RP09438  C11860_C11861 main [RC:RC00893]	rn00904: Diterpenoid biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites	gibberellin 20-oxidase [EC:1.14.11.12]			
R06324		Gibberellin A14 <=> Gibberellin A37 open lactone	C11858 <=> C11859		GA 20-oxidase(2-oxoglutarate dependent dioxygenase),GA20ox	RP09435  C11858_C11859 main [RC:RC00257]	rn00904: Diterpenoid biosynthesis///rn01110: Biosynthesis of secondary metabolites	cytochrome P450 monooxygenase 2			
R06325		Gibberellin A37 open lactone <=> Gibberellin A36	C11859 <=> C11862		GA 20-oxidase(2-oxoglutarate dependent dioxygenase),GA20ox	RP09437  C11859_C11862 main [RC:RC00893]	rn00904: Diterpenoid biosynthesis///rn01110: Biosynthesis of secondary metabolites	cytochrome P450 monooxygenase 2			
R06326	(gibberellin-44),2-oxoglutarate:oxygen oxidoreductase	Gibberellin A24 <=> Gibberellin A9 + CO2	C11861 <=> C11863 + C00011	1.14.11.12	GA 20-oxidase(2-oxoglutarate dependent dioxygenase),GA20ox///unclear reaction	RP09021  C00011_C11861 leave///RP09440  C11861_C11863 main [RC:RC01596]	rn00904: Diterpenoid biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites	gibberellin 20-oxidase [EC:1.14.11.12]			
R06327		Gibberellin A36 <=> Gibberellin A4 + CO2	C11862 <=> C11864 + C00011		GA 20-oxidase(2-oxoglutarate dependent dioxygenase),GA20ox///unclear reaction	RP09020  C00011_C11862 leave///RP09441  C11862_C11864 main [RC:RC01596]	rn00904: Diterpenoid biosynthesis///rn01110: Biosynthesis of secondary metabolites	cytochrome P450 monooxygenase 2			
R06328		Gibberellin A12 aldehyde <=> Gibberellin A53 aldehyde	C06093 <=> C11905		unclear reaction	RP11637  C06093_C11905 main [RC:RC01581]	rn00904: Diterpenoid biosynthesis				
R06329		Gibberellin A12 <=> Gibberellin A53	C11857 <=> C06094		unclear reaction	RP11638  C06094_C11857 main [RC:RC01581]	rn00904: Diterpenoid biosynthesis				
R06330		Gibberellin A15 open lactone <=> Gibberellin A44 diacid	C11860 <=> C06095		unclear reaction	RP11640  C06095_C11860 main [RC:RC01581]	rn00904: Diterpenoid biosynthesis				
R06331		Gibberellin A24 <=> Gibberellin A19	C11861 <=> C02034		unclear reaction	RP11360  C02034_C11861 main [RC:RC01581]	rn00904: Diterpenoid biosynthesis				
R06332		Gibberellin A9 <=> Gibberellin A20	C11863 <=> C02035		unclear reaction	RP11362  C02035_C11863 main [RC:RC01581]	rn00904: Diterpenoid biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites				
R06333		Gibberellin A12 <=> Gibberellin A14	C11857 <=> C11858		GA 3-oxidase(2-oxoglutarate dependent dioxygenase),GA3ox	RP05511  C11857_C11858 main [RC:RC01218]	rn00904: Diterpenoid biosynthesis///rn01110: Biosynthesis of secondary metabolites				
R06334		Gibberellin A15 open lactone <=> Gibberellin A37 open lactone	C11860 <=> C11859		GA 3-oxidase(2-oxoglutarate dependent dioxygenase),GA3ox	RP09436  C11859_C11860 main [RC:RC01218]	rn00904: Diterpenoid biosynthesis///rn01110: Biosynthesis of secondary metabolites				
R06335		Gibberellin A24 + 2-Oxoglutarate + Oxygen <=> Gibberellin A36 + Succinate + CO2	C11861 + C00026 + C00007 <=> C11862 + C00042 + C00011		GA 3-oxidase(2-oxoglutarate dependent dioxygenase),GA3ox	RP00015  C00026_C00042 cofac///RP05677  C00011_C00026 leave///RP05690  C00007_C00042 leave///RP09439  C11861_C11862 main [RC:RC01218]///RP12381  C00007_C11862 leave	rn00904: Diterpenoid biosynthesis///rn01110: Biosynthesis of secondary metabolites				
